category,description,carbohydrate,protein,fat_total_lipid,kilocalories
CERLS,"CERLS,QUKR,INST OATML,EXPR,GLDN BRN SUGR,PREP W/ BOIL H2O",24.1,2.66,1.5,121
CEREALS RTE,"CEREALS RTE,UNCLE SAM CRL",65.78,15.98,11.6,431
CEREALS,"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY",76.31,7.76,4.27,360
CEREALS,"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,PREP",20.32,2.07,1.14,100
CERLS,"CERLS,QUAKER,INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT,DRY",76.62,9.93,1.75,346
CEREALS,"CEREALS,QUAKER,MOTHER'S INST OATMEAL (NON-FORTIFIED),DRY",65.81,13.7,7.1,359
CERLS,"CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY",72.49,10.29,5.35,363
CEREALS,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",75.15,8.9,4.67,364
CEREALS,"CEREALS,QUAKER,INST GRITS PRODUCT--HAM 'N' CHS",71.98,10.83,4.69,359
CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST APPL CINN",83.0,7.0,5.0,397
CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST PEACH/STRAWBERRY",87.0,7.0,1.2,368
CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY",87.0,6.0,1.2,368
CEREALS RTE,"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",82.0,8.0,1.5,356
CEREALS RTE,"CEREALS RTE,KELLOGG'S,TONY'S CINN KRUNCHERS",79.0,4.0,12.0,448
CEREALS RTE,"CEREALS RTE,KASHI,CINNA-RAISIN CRUNCH BY KELLOGG",82.0,7.9,2.8,330
CEREALS RTE,"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",83.0,9.7,2.1,353
CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS",87.1,7.8,0.43,369
CEREALS RTE,"CEREALS RTE,KASHI,SEVEN IN THE MORNING BY KELLOGG",81.0,12.0,2.8,356
CEREALS RTE,"CEREALS RTE,KELLOGG,SCOOBY-DOO! BERRY BONES",86.0,5.8,2.8,386
CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CRANBERRY SUNSHINE",88.0,5.5,3.0,401
CEREALS RTE,"CEREALS RTE,KELLOGG'S,RED SUGAR FROOT LOOPS",86.0,6.2,3.4,394
CEREALS RTE,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",90.2,5.3,0.17,377
CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST BANANA BERRY",85.0,5.4,5.9,396
CEREALS RTE,"CEREALS RTE,KELLOGG'S,SPL K LO CARB LIFESTYLE PROT PLUS",47.8,33.7,9.7,349
CEREALS RTE,"CEREALS RTE,KELLOGG'S,CORN FLAKES W/ REAL BANANAS",84.0,3.0,8.6,417
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",87.6,6.3,2.14,395
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",89.72,5.77,0.89,397
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM CRL",82.83,5.03,3.02,379
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,PUFFED WHEAT CRL",78.8,15.6,2.03,396
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",76.9,9.0,1.98,361
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",80.0,4.9,11.5,443
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY",74.3,13.3,1.28,362
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY",84.5,8.0,0.75,377
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES",80.8,10.6,2.51,388
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL",81.53,9.63,2.16,390
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL",90.2,7.8,0.97,401
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",87.3,5.4,2.66,395
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",79.1,5.8,10.1,431
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",89.4,4.1,3.06,402
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,CORN FLAKES",87.7,6.5,0.35,380
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL",82.9,9.4,2.08,388
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",90.1,3.9,3.15,404
CEREALS RTE,"CEREALS RTE,NATURE'S PATH,OPTIMUM",73.37,14.55,4.55,345
CEREALS RTE,"CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM",69.09,16.36,4.55,327
CEREALS RTE,"CEREALS RTE,RALSTON ENR BRAN FLAKES",79.77,10.21,3.36,310
CEREALS RTE,"CEREALS RTE,RALSTON CORN BISCUITS",85.79,5.83,1.05,367
CEREALS RTE,"CEREALS RTE,RALSTON CORN FLAKES",88.01,5.9,0.91,357
CEREALS RTE,"CEREALS RTE,RALSTON CRISPY HEXAGONS",86.78,5.94,0.95,379
CEREALS RTE,"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",86.85,6.06,1.08,378
CEREALS RTE,"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",86.04,6.45,1.27,381
No Category,MILK & CRL BAR,72.05,6.47,10.98,413
CEREALS,"CEREALS,MALT-O-MEAL,PLN,PREP W/ H2O,WO/ SALT",8.72,1.36,0.15,42
CEREALS,"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",9.22,1.22,0.15,44
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",88.04,3.33,3.33,400
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",89.26,3.65,1.67,367
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY",81.16,9.09,4.55,382
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER COOKIE CRISP",76.01,6.67,11.67,433
CEREALS RTE,"CEREALS RTE,GENERAL MILLS MILLS PNUT BUTTER TOAST CRUNCH",76.0,6.67,11.67,433
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN YOGURT BITES",78.8,11.0,5.24,342
CEREALS RTE,"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",88.0,5.5,1.0,382
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",83.0,5.7,6.9,406
CEREALS RTE,"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH",86.0,6.0,2.2,373
CEREALS RTE,"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV",83.0,6.6,4.4,376
CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA",83.0,8.0,1.7,346
CEREALS RTE,"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE",89.0,4.0,2.4,390
CEREALS RTE,"CEREALS RTE,KELLOGG,ROBOTS",86.0,6.0,3.0,388
CEREALS RTE,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART,ORIGINAL",79.0,10.0,3.8,366
CEREALS RTE,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR",79.0,10.0,3.7,367
CEREALS RTE,"CEREALS RTE,KELLOGG,SMORZ",83.0,4.9,6.9,406
CEREALS RTE,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",86.0,7.0,2.9,381
CEREALS RTE,"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS",87.0,5.0,3.6,395
CEREALS RTE,"CEREALS RTE,KELLOGG,STAR WARS",84.0,6.0,3.3,375
CEREALS RTE,"CEREALS RTE,KELLOGG,TIGER POWER",71.0,18.9,1.9,350
CEREALS RTE,"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH",86.0,6.0,2.2,388
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",84.0,6.0,4.6,391
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",81.8,11.0,1.95,350
CEREALS RTE,"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",76.0,10.9,4.7,370
CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",81.0,8.3,2.0,340
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL",70.0,17.0,3.9,356
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL",69.0,17.0,4.0,353
CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",83.0,8.3,1.7,347
CEREALS RTE,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",83.0,7.0,4.9,384
CEREALS,"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH",79.06,7.4,5.55,386
CEREALS RTE,"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",80.72,9.07,4.34,383
No Category,RICE & WHEAT CRL BAR,72.73,9.09,9.09,409
CEREALS RTE,"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL",79.4,7.37,8.65,415
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",80.39,9.38,4.22,383
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",78.56,9.33,4.14,373
CEREALS RTE,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",85.27,4.43,5.53,401
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL",77.59,9.5,5.58,382
CEREALS RTE,"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL",79.19,9.17,3.96,373
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",81.75,6.67,5.23,400
CEREALS RTE,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",76.9,8.3,10.5,422
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",78.4,5.7,11.4,439
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",78.4,5.4,11.4,438
CEREALS RTE,"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT",83.0,8.3,1.7,347
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL",75.0,8.0,13.0,437
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS",77.2,5.9,11.8,439
CEREALS RTE,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",67.0,16.6,8.3,381
CEREALS,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",63.0,22.0,5.5,362
CEREALS,"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY",65.0,19.0,5.3,362
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",61.0,11.0,16.7,410
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL",67.0,11.0,13.4,403
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",66.6,12.0,11.6,390
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",66.5,11.0,13.0,397
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",81.0,11.8,2.8,356
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",78.0,10.7,4.9,374
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",77.0,10.9,5.0,376
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",77.0,8.1,3.9,354
ACEROLA,"ACEROLA,(WEST INDIAN CHERRY),RAW",7.69,0.4,0.3,32
ACEROLA JUICE,"ACEROLA JUICE,RAW",4.8,0.4,0.3,23
APPLES,"APPLES,RAW,WITH SKIN",13.81,0.26,0.17,52
APPLES,"APPLES,RAW,WITHOUT SKIN",12.76,0.27,0.13,48
APPLES,"APPLES,RAW,WO/SKN,CKD,BLD",13.64,0.26,0.36,53
APPLES,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",14.41,0.28,0.42,56
APPLES,"APPLES,CND,SWTND,SLICED,DRND,UNHTD",16.7,0.18,0.49,67
APPLES,"APPLES,CND,SWTND,SLICED,DRND,HTD",16.84,0.18,0.43,67
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",93.53,1.32,0.58,346
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,STWD",19.91,0.28,0.12,74
APPLES,"APPLES,DRIED,SULFURED,UNCKD",65.89,0.93,0.32,243
APPLES,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",15.32,0.22,0.07,57
APPLES,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",20.73,0.2,0.07,83
APPLES,"APPLES,FRZ,UNSWTND,UNHTD",12.31,0.28,0.32,48
APPLES,"APPLES,FRZ,UNSWTND,HTD",12.0,0.29,0.33,47
APPLE JUC,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",11.3,0.1,0.13,46
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",41.0,0.51,0.37,166
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",11.54,0.14,0.1,47
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",11.27,0.17,0.1,42
APPLESAUCE,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",17.49,0.16,0.17,68
APRICOTS,"APRICOTS,RAW",11.12,1.4,0.39,48
APRICOTS,"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",6.39,0.71,0.16,27
APRICOTS,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",5.48,0.69,0.03,22
APRICOTS,"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",12.34,0.63,0.04,48
APRICOTS,"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",12.5,0.6,0.1,49
APRICOTS,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",16.49,0.53,0.05,63
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",21.47,0.53,0.08,83
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",21.45,0.51,0.09,83
APRICOTS,"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",24.85,0.55,0.04,96
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",82.89,4.9,0.62,320
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",32.62,1.93,0.24,126
APRICOTS,"APRICOTS,DRIED,SULFURED,UNCKD",62.64,3.39,0.51,241
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",22.15,1.2,0.18,85
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",29.26,1.17,0.15,113
APRICOTS,"APRICOTS,FROZEN,SWEETENED",25.1,0.7,0.1,98
APRICOT NECTAR,"APRICOT NECTAR,CND,WO/ VIT C",14.39,0.37,0.09,56
AVOCADOS,"AVOCADOS,RAW,ALL COMM VAR",8.53,2.0,14.66,160
AVOCADOS,"AVOCADOS,RAW,CALIFORNIA",8.64,1.96,15.41,167
AVOCADOS,"AVOCADOS,RAW,FLORIDA",7.82,2.23,10.06,120
BANANAS,"BANANAS,RAW",22.84,1.09,0.33,89
BANANAS,"BANANAS,DEHYD,OR BANANA PDR",88.28,3.89,1.81,346
BLACKBERRIES,"BLACKBERRIES,RAW",9.61,1.39,0.49,43
BLACKBERRY JUC,"BLACKBERRY JUC,CND",7.8,0.3,0.6,38
BLACKBERRIES,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",23.1,1.31,0.14,92
BLACKBERRIES,"BLACKBERRIES,FRZ,UNSWTND",15.67,1.18,0.43,64
BLUEBERRIES,"BLUEBERRIES,RAW",14.49,0.74,0.33,57
BLUEBERRIES,"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",22.06,0.65,0.33,88
BLUEBERRIES,"BLUEBERRIES,WILD,FRZ",13.85,0.0,0.16,51
BLUEBERRIES,"BLUEBERRIES,FRZ,UNSWTND",12.17,0.42,0.64,51
BLUEBERRIES,"BLUEBERRIES,FRZ,SWTND",21.95,0.4,0.13,81
BOYSENBERRIES,"BOYSENBERRIES,CND,HVY SYRUP",22.31,0.99,0.12,88
BOYSENBERRIES,"BOYSENBERRIES,FRZ,UNSWTND",12.19,1.1,0.26,50
BREADFRUIT,"BREADFRUIT,RAW",27.12,1.07,0.23,103
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",6.73,1.04,0.33,31
CARISSA,"CARISSA,(NATAL-PLUM),RAW",13.63,0.5,1.3,62
CHERIMOYA,"CHERIMOYA,RAW",17.7,1.65,0.62,74
CHERRIES,"CHERRIES,SOUR,RED,RAW",12.18,1.0,0.3,50
CHERRIES,"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",8.94,0.77,0.1,36
CHERRIES,"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",19.3,0.74,0.1,75
CHERRIES,"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",23.27,0.73,0.1,91
CHERRIES,"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",29.23,0.71,0.09,114
CHERRIES,"CHERRIES,SOUR,RED,FRZ,UNSWTND",11.02,0.92,0.44,46
CHERRIES,"CHERRIES,SWEET,RAW",16.01,1.06,0.2,63
CHERRIES,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",11.76,0.77,0.13,46
CHERRIES,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",13.81,0.91,0.02,54
CHERRIES,"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",17.29,0.61,0.15,67
CHERRIES,"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",21.27,0.6,0.15,83
CHERRIES,"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",26.23,0.59,0.15,102
CHERRIES,"CHERRIES,SWT,FRZ,SWTND",22.36,1.15,0.13,89
CRABAPPLES,"CRABAPPLES,RAW",19.95,0.4,0.3,76
CRANBERRIES,"CRANBERRIES,RAW",12.2,0.39,0.13,46
CRANBERRIES,"CRANBERRIES,DRIED,SWTND",82.36,0.07,1.37,308
CRANBERRY SAU,"CRANBERRY SAU,CND,SWTND",38.9,0.2,0.15,151
CRANBERRY-ORANGE RELISH,"CRANBERRY-ORANGE RELISH,CND",46.2,0.3,0.1,178
CURRANTS,"CURRANTS,EUROPEAN BLACK,RAW",15.38,1.4,0.41,63
CURRANTS,"CURRANTS,RED&WHITE,RAW",13.8,1.4,0.2,56
CURRANTS,"CURRANTS,ZANTE,DRIED",74.08,4.08,0.27,283
CUSTARD-APPLE,"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",25.2,1.7,0.6,101
DATES,"DATES,DEGLET NOOR",75.03,2.45,0.39,282
ELDERBERRIES,"ELDERBERRIES,RAW",18.4,0.66,0.5,73
FIGS,"FIGS,RAW",19.18,0.75,0.3,74
FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",13.99,0.4,0.1,53
FIGS,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",17.95,0.39,0.1,69
FIGS,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",22.9,0.38,0.1,88
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",27.86,0.38,0.1,107
FIGS,"FIGS,DRIED,UNCOOKED",63.87,3.3,0.93,249
FIGS,"FIGS,DRIED,STEWED",27.57,1.42,0.4,107
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",8.51,0.42,0.05,32
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",11.86,0.46,0.01,46
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",11.63,0.4,0.07,45
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",14.93,0.4,0.07,57
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",18.91,0.39,0.07,73
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",22.89,0.39,0.07,88
FRUIT SALAD,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",7.87,0.35,0.07,30
FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",13.05,0.51,0.03,50
FRUIT SALAD,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",15.14,0.34,0.07,58
FRUIT SALAD,"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",19.11,0.34,0.07,73
FRUIT SALAD,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",22.77,0.33,0.06,88
GOOSEBERRIES,"GOOSEBERRIES,RAW",10.18,0.88,0.58,44
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",18.75,0.65,0.2,73
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",8.08,0.63,0.1,32
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",10.66,0.77,0.14,42
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",9.69,0.5,0.1,37
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",7.5,0.55,0.1,30
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,ALL AREAS",8.41,0.69,0.1,33
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",9.09,0.88,0.1,37
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,FLORIDA",8.19,0.63,0.1,32
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",9.15,0.58,0.1,36
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",9.21,0.7,0.09,37
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",15.44,0.56,0.1,60
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",8.96,0.52,0.1,38
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,SWTND",11.13,0.58,0.09,46
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",34.56,1.97,0.48,146
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",9.73,0.55,0.13,41
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,RAW",9.2,0.5,0.1,39
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",14.77,0.37,0.13,60
GRAPES,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",17.15,0.63,0.35,67
GRAPES,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",18.1,0.72,0.16,69
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",10.3,0.5,0.11,40
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",19.65,0.48,0.1,76
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",14.77,0.37,0.13,60
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",44.37,0.65,0.31,179
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",12.75,0.19,0.09,51
GROUNDCHERRIES,"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",11.2,1.9,0.7,53
GUAVAS,"GUAVAS,COMMON,RAW",14.32,2.55,0.95,68
GUAVAS,"GUAVAS,STRAWBERRY,RAW",17.36,0.58,0.6,69
GUAVA SAUCE,"GUAVA SAUCE,COOKED",9.48,0.32,0.14,36
JACKFRUIT,"JACKFRUIT,RAW",24.01,1.47,0.3,94
JAVA-PLUM,"JAVA-PLUM,(JAMBOLAN),RAW",15.56,0.72,0.23,60
JUJUBE,"JUJUBE,RAW",20.23,1.2,0.2,79
JUJUBE,"JUJUBE,DRIED",73.6,3.7,1.1,287
KIWI FRUIT,"KIWI FRUIT,(CHINESE GOOSEBERRIES),FRSH,RAW",14.66,1.14,0.52,61
KUMQUATS,"KUMQUATS,RAW",15.9,1.88,0.86,71
LEMONS,"LEMONS,RAW,WITHOUT PEEL",9.32,1.1,0.3,29
LEMONS,"LEMONS,RAW,WITH PEEL",10.7,1.2,0.3,20
LEMON JUICE,"LEMON JUICE,RAW",8.63,0.38,0.0,25
LEMON JUC,"LEMON JUC,CND OR BTLD",6.48,0.4,0.29,21
LEMON JUC,"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",6.5,0.46,0.32,22
LEMON PEEL,"LEMON PEEL,RAW",16.0,1.5,0.3,47
LIMES,"LIMES,RAW",10.54,0.7,0.2,30
LIME JUICE,"LIME JUICE,RAW",8.42,0.42,0.07,25
LIME JUC,"LIME JUC,CND OR BTLD,UNSWTND",6.69,0.25,0.23,21
LITCHIS,"LITCHIS,RAW",16.53,0.83,0.44,66
LITCHIS,"LITCHIS,DRIED",70.7,3.8,1.2,277
LOGANBERRIES,"LOGANBERRIES,FROZEN",13.02,1.52,0.31,55
LONGANS,"LONGANS,RAW",15.14,1.31,0.1,60
LONGANS,"LONGANS,DRIED",74.0,4.9,0.4,286
